model_name,km_driven,fuel_type,transmission,owner,price,link,engine_capacity
2013 Maruti Ertiga,1.1L km,Diesel,Manual,1st owner,₹5.73 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-bangalore-10297842740/,1248cc
2013 BMW X1,1.0L km,Diesel,Auto,2nd owner,₹11.01 lakh,https://www.cars24.com/buy-used-bmw-x1-2013-cars-bangalore-10278144709/,1995cc
2010 Maruti A Star,1.2L km,Petrol,Auto,1st owner,₹2.31 lakh,https://www.cars24.com/buy-used-maruti-a-star-2010-cars-bangalore-10208746748/,998cc
2016 Ford Figo Aspire,83.38k km,Petrol,Manual,1st owner,₹3.90 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-bangalore-10285244704/,1196cc
2015 Maruti Alto 800,53.87k km,Petrol,Manual,3rd owner,₹2.33 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-bangalore-10241140704/,796cc
2022 KIA SONET,20.17k km,Petrol,Manual,1st owner,₹8.56 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-bangalore-10271846705/,
2017 Tata Tiago,1.2L km,Diesel,Manual,1st owner,₹3.75 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10238044702/,1047cc
2017 Tata Tiago,33.40k km,Petrol,Manual,1st owner,₹3.19 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10297440707/,1199cc
2021 Maruti New Wagon-R,5.42k km,Petrol,Manual,2nd owner,₹4.10 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-bangalore-10295040785/,1197cc
2011 Volkswagen Polo,79.55k km,Petrol,Manual,4th owner,₹1.85 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2011-cars-bangalore-10233444745/,1198cc
2014 Hyundai Eon,66.18k km,Petrol,Manual,3rd owner,₹1.45 lakh,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-bangalore-10289647709/,814cc
2023 Maruti BREZZA,12.21k km,Petrol,Manual,1st owner,₹9.60 lakh,https://www.cars24.com/buy-used-maruti-brezza-2023-cars-bangalore-10257449701/,1462cc
2016 Tata Tiago,63.49k km,Petrol,Manual,1st owner,₹3.69 lakh,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10288745706/,1199cc
2019 Maruti Vitara Brezza,1.4L km,Diesel,Manual,2nd owner,₹6.62 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-bangalore-10242048746/,1248cc
2018 Maruti Dzire,68.62k km,Petrol,Manual,1st owner,₹6.45 lakh,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10208643707/,1197cc
2017 Volkswagen Polo,1.1L km,Diesel,Manual,1st owner,₹6.95 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-bangalore-10291049706/,1498cc
2021 Mahindra Thar,25.34k km,Petrol,Manual,1st owner,₹12.43 lakh,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-bangalore-10208544720/,1997cc
2010 Maruti SX4,67.78k km,Petrol,Manual,2nd owner,₹1.17 lakh,https://www.cars24.com/buy-used-maruti-sx4-2010-cars-bangalore-10212540787/,1586cc
2016 Maruti S Cross,1.1L km,Diesel,Manual,2nd owner,₹5.59 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-bangalore-10223743706/,1248cc
2012 Chevrolet Beat,71.36k km,Diesel,Manual,2nd owner,₹1.40 lakh,https://www.cars24.com/buy-used-chevrolet-beat-2012-cars-bangalore-10205647701/,936cc
2013 Ford Figo,34.39k km,Petrol,Manual,1st owner,₹2.74 lakh,https://www.cars24.com/buy-used-ford-figo-2013-cars-bangalore-10264447748/,1196cc
2013 Hyundai i10,1.2L km,Petrol,Manual,3rd owner,₹1.90 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-bangalore-10261840707/,1086cc
2020 Hyundai GRAND I10 NIOS,50.07k km,Petrol,Manual,1st owner,₹4.80 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-bangalore-10206441735/,1197cc
2013 Volkswagen Vento,2.0L km,Diesel,Manual,3rd owner,₹2.70 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2013-cars-bangalore-10288940727/,1598cc
2014 Ford Ecosport,1.0L km,Diesel,Manual,1st owner,₹3.67 lakh,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-bangalore-10209648702/,1498cc
2019 Maruti Swift,39.24k km,Petrol,Manual,2nd owner,₹5.96 lakh,https://www.cars24.com/buy-used-maruti-swift-2019-cars-bangalore-10204545740/,1197cc
2014 Maruti Wagon R 1.0,81.58k km,Petrol,Manual,1st owner,₹2.16 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-bangalore-10216544748/,998cc
2019 MG HECTOR,58.76k km,Petrol,Manual,1st owner,₹9.50 lakh,https://www.cars24.com/buy-used-mg-hector-2019-cars-bangalore-10264249743/,1451cc
2021 Renault Kiger,45.94k km,Petrol,Manual,1st owner,₹5.42 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-bangalore-10214047744/,999cc
2016 Ford Figo Aspire,70.07k km,Petrol,Manual,1st owner,₹4.06 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-bangalore-10226643742/,1196cc
2017 Honda WR-V,51.63k km,Petrol,Manual,2nd owner,₹5.54 lakh,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-bangalore-10200942730/,1199cc
2019 Hyundai Elite i20,40.94k km,Petrol,Manual,1st owner,₹5.28 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-bangalore-10222245723/,1197cc
2014 Maruti Ritz,1.1L km,Petrol,Manual,2nd owner,₹2.58 lakh,https://www.cars24.com/buy-used-maruti-ritz-2014-cars-bangalore-10215443748/,1197cc
2011 Ford Endeavour,1.2L km,Diesel,Auto,2nd owner,₹4.41 lakh,https://www.cars24.com/buy-used-ford-endeavour-2011-cars-bangalore-10211240701/,2953cc
2018 Renault Kwid,29.92k km,Petrol,Auto,2nd owner,₹4.00 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10294220740/,999cc
2023 Mahindra XUV300,7.15k km,Petrol,Manual,1st owner,₹9.00 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2023-cars-bangalore-10263745708/,1197cc
2010 Mercedes Benz GL Class,1.3L km,Diesel,Auto,4th owner,₹7.26 lakh,https://www.cars24.com/buy-used-mercedes-benz-gl-class-2010-cars-bangalore-10212545704/,
2014 Hyundai i20,75.60k km,Diesel,Manual,2nd owner,₹4.21 lakh,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-bangalore-10203646740/,1396cc
2013 Hyundai i20,73.52k km,Diesel,Manual,1st owner,₹4.41 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10287746700/,1396cc
2011 Volkswagen Vento,81.20k km,Petrol,Manual,4th owner,₹1.80 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2011-cars-bangalore-10281544748/,1598cc
2011 Ford Figo,2.4L km,Diesel,Manual,1st owner,₹0.89 lakh,https://www.cars24.com/buy-used-ford-figo-2011-cars-bangalore-10292643727/,1399cc
2013 Maruti Swift,64.70k km,Petrol,Manual,3rd owner,₹3.12 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-bangalore-10262148724/,1197cc
2018 Hyundai Eon,52.81k km,Petrol,Manual,4th owner,₹2.80 lakh,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-bangalore-10251144705/,814cc
2014 Hyundai Grand i10,55.75k km,Petrol,Manual,2nd owner,₹3.89 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10269740707/,1197cc
2012 Hyundai i10,69.86k km,Petrol,Manual,4th owner,₹1.88 lakh,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-bangalore-10271547725/,1197cc
2014 Maruti Celerio,47.85k km,Petrol,Manual,2nd owner,₹2.79 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-bangalore-10259346727/,998cc
2014 Maruti Wagon R 1.0,1.1L km,Petrol,Manual,2nd owner,₹2.30 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-bangalore-10240242736/,998cc
2010 Hyundai i10,92.82k km,Petrol,Manual,4th owner,₹1.32 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10220245741/,1086cc
2019 Honda City,56.79k km,Petrol,Manual,1st owner,₹7.67 lakh,https://www.cars24.com/buy-used-honda-city-2019-cars-bangalore-10211645707/,1497cc
2011 Ford Figo,1.0L km,Diesel,Manual,1st owner,₹1.62 lakh,https://www.cars24.com/buy-used-ford-figo-2011-cars-bangalore-10296545752/,1399cc
2010 Hyundai i20,1.1L km,Petrol,Manual,3rd owner,₹2.05 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10276141747/,1197cc
2013 Renault Duster,1.7L km,Diesel,Manual,1st owner,₹5.19 lakh,https://www.cars24.com/buy-used-renault-duster-2013-cars-bangalore-10292244740/,1461cc
2012 Hyundai i20,80.56k km,Petrol,Auto,2nd owner,₹3.18 lakh,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-bangalore-10290246740/,1396cc
2013 Mahindra E2O,73.34k km,Electric,Auto,2nd owner,₹1.46 lakh,https://www.cars24.com/buy-used-mahindra-e2o-2013-cars-bangalore-10261246743/,
2018 Maruti Swift,1.1L km,Petrol,Auto,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-bangalore-10217142704/,1197cc
2016 Maruti Eeco,97.46k km,Petrol,Manual,2nd owner,₹3.27 lakh,https://www.cars24.com/buy-used-maruti-eeco-2016-cars-bangalore-10217145729/,1196cc
2016 Maruti Vitara Brezza,1.7L km,Diesel,Manual,1st owner,₹7.50 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-bangalore-10278046709/,1248cc
2016 Renault Kwid,56.34k km,Petrol,Manual,1st owner,₹2.48 lakh,https://www.cars24.com/buy-used-renault-kwid-2016-cars-bangalore-10226641723/,799cc
2023 Hyundai EXTER,23.67k km,Petrol,Manual,1st owner,₹7.11 lakh,https://www.cars24.com/buy-used-hyundai-exter-2023-cars-bangalore-10201448745/,1197cc
2016 Datsun Go,61.77k km,Petrol,Manual,2nd owner,₹2.67 lakh,https://www.cars24.com/buy-used-datsun-go-2016-cars-bangalore-10299349703/,1198cc
2012 Honda Brio,80.27k km,Petrol,Manual,3rd owner,₹2.23 lakh,https://www.cars24.com/buy-used-honda-brio-2012-cars-bangalore-10254242743/,1198cc
2014 Maruti Celerio,58.13k km,Petrol,Auto,1st owner,₹4.17 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-bangalore-10216342748/,998cc
2015 Hyundai Xcent,69.55k km,Petrol,Manual,2nd owner,₹3.50 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-bangalore-10214447749/,1197cc
2010 Tata Nano,34.35k km,Petrol,Manual,4th owner,₹0.62 lakh,https://www.cars24.com/buy-used-tata-nano-2010-cars-bangalore-10207645706/,627cc
2012 Hyundai Eon,47.40k km,Petrol,Manual,2nd owner,₹2.00 lakh,https://www.cars24.com/buy-used-hyundai-eon-2012-cars-bangalore-10212741747/,814cc
2012 Ford Figo,1.3L km,Diesel,Manual,2nd owner,₹2.00 lakh,https://www.cars24.com/buy-used-ford-figo-2012-cars-bangalore-10256740742/,
2014 Maruti Ritz,88.71k km,Petrol,Manual,3rd owner,₹2.70 lakh,https://www.cars24.com/buy-used-maruti-ritz-2014-cars-bangalore-10209941739/,1197cc
2015 Mahindra E2O,25.00k km,Electric,Auto,1st owner,₹1.75 lakh,https://www.cars24.com/buy-used-mahindra-e2o-2015-cars-bangalore-10268549704/,
2013 Chevrolet Sail,62.14k km,Petrol,Manual,2nd owner,₹1.90 lakh,https://www.cars24.com/buy-used-chevrolet-sail-2013-cars-bangalore-10245347726/,1199cc
2012 Hyundai Eon,76.75k km,Petrol,Manual,2nd owner,₹1.75 lakh,https://www.cars24.com/buy-used-hyundai-eon-2012-cars-bangalore-10264744745/,814cc
2012 Hyundai i10,58.76k km,Petrol,Manual,4th owner,₹2.33 lakh,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-bangalore-10282544744/,1197cc
2012 Hyundai i10,91.02k km,Petrol,Manual,2nd owner,₹1.56 lakh,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-bangalore-10222248744/,1086cc
2014 Honda City,2.1L km,Petrol,Auto,2nd owner,₹5.17 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10244440724/,1497cc
2011 Hyundai i20,68.84k km,Petrol,Manual,2nd owner,₹2.32 lakh,https://www.cars24.com/buy-used-hyundai-i20-2011-cars-bangalore-10232640744/,1197cc
2017 Datsun Redi Go,67.23k km,Petrol,Manual,1st owner,₹2.15 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-bangalore-10216448738/,799cc
2023 Maruti Swift,26.42k km,Petrol,Manual,1st owner,₹6.75 lakh,https://www.cars24.com/buy-used-maruti-swift-2023-cars-bangalore-10295746703/,1197cc
2019 Renault TRIBER,40.02k km,Petrol,Manual,1st owner,₹5.25 lakh,https://www.cars24.com/buy-used-renault-triber-2019-cars-bangalore-10291146702/,999cc
2013 Audi A6,67.74k km,Diesel,Auto,1st owner,₹9.85 lakh,https://www.cars24.com/buy-used-audi-a6-2013-cars-bangalore-10206840726/,1968cc
2010 Ford Figo,1.5L km,Diesel,Manual,1st owner,₹1.85 lakh,https://www.cars24.com/buy-used-ford-figo-2010-cars-bangalore-10289640704/,1399cc
2012 Hyundai Eon,1.3L km,Petrol,Manual,2nd owner,₹1.66 lakh,https://www.cars24.com/buy-used-hyundai-eon-2012-cars-bangalore-10240542724/,814cc
2016 Maruti Baleno,31.53k km,Petrol,Manual,2nd owner,₹5.32 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-bangalore-10217645744/,1197cc
2015 Nissan Micra Active,32.46k km,Petrol,Manual,3rd owner,₹3.00 lakh,https://www.cars24.com/buy-used-nissan-micra-active-2015-cars-bangalore-10223340754/,1198cc
2023 Tata Safari,22.74k km,Diesel,Auto,2nd owner,₹18.00 lakh,https://www.cars24.com/buy-used-tata-safari-2023-cars-bangalore-10289944782/,1956cc
2020 Mahindra XUV300,73.99k km,Diesel,Manual,1st owner,₹6.62 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2020-cars-bangalore-10284148727/,1497cc
2014 Maruti Alto 800,80.70k km,Petrol,Manual,3rd owner,₹2.48 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-bangalore-10274449743/,796cc
2011 Volkswagen Polo,1.7L km,Diesel,Manual,1st owner,₹2.26 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2011-cars-bangalore-10261749747/,1199cc
2011 Skoda Fabia,1.6L km,Petrol,Manual,1st owner,₹1.95 lakh,https://www.cars24.com/buy-used-skoda-fabia-2011-cars-bangalore-10220444742/,1198cc
2010 Hyundai i10,69.25k km,Petrol,Manual,1st owner,₹2.75 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10206242745/,1197cc
2017 Hyundai Creta,81.02k km,Petrol,Manual,1st owner,₹9.17 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10200044747/,1591cc
2010 Hyundai i20,1.1L km,Petrol,Manual,2nd owner,₹1.36 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10281043749/,1197cc
2019 Ford Ecosport,37.00k km,Diesel,Manual,1st owner,₹9.32 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10288141706/,1498cc
2017 Tata Nano,29.37k km,Petrol,Auto,3rd owner,₹2.67 lakh,https://www.cars24.com/buy-used-tata-nano-2017-cars-bangalore-10266044742/,624cc
2016 Mahindra Kuv100,77.98k km,Petrol,Manual,1st owner,₹4.00 lakh,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-bangalore-10225849706/,1198cc
2012 Force Motors Force One,1.1L km,Diesel,Manual,2nd owner,₹2.99 lakh,https://www.cars24.com/buy-used-force-motors-force-one-2012-cars-bangalore-10252741747/,2149cc
2015 Hyundai i10,22.78k km,Petrol,Manual,2nd owner,₹3.00 lakh,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-bangalore-10224644749/,1086cc
2017 Hyundai Creta,79.49k km,Petrol,Manual,1st owner,₹9.50 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10280424762/,1591cc
2011 Hyundai Verna,1.0L km,Petrol,Manual,3rd owner,₹2.78 lakh,https://www.cars24.com/buy-used-hyundai-verna-2011-cars-bangalore-10212842745/,1591cc
2012 Maruti Swift,58.71k km,Petrol,Manual,2nd owner,₹3.20 lakh,https://www.cars24.com/buy-used-maruti-swift-2012-cars-bangalore-10281444749/,1197cc
2014 Ford Figo,1.2L km,Diesel,Manual,1st owner,₹1.48 lakh,https://www.cars24.com/buy-used-ford-figo-2014-cars-bangalore-10251940747/,1399cc
2022 Maruti Grand Vitara,11.33k km,Petrol,Manual,1st owner,₹11.25 lakh,https://www.cars24.com/buy-used-maruti-grand-vitara-2022-cars-bangalore-10223841745/,1462cc
2011 Hyundai i10,67.29k km,Petrol,Manual,4th owner,₹1.85 lakh,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-bangalore-10221849745/,1197cc
2010 Hyundai i10,85.80k km,Petrol,Auto,4th owner,₹2.05 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10263642740/,1197cc
2013 Hyundai i20,92.77k km,Petrol,Manual,4th owner,₹2.74 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10265248743/,1197cc
2024 Volkswagen VIRTUS,4.64k km,Petrol,Auto,1st owner,₹18.80 lakh,https://www.cars24.com/buy-used-volkswagen-virtus-2024-cars-bangalore-10285946701/,
2014 Mahindra E2O,66.50k km,Electric,Auto,2nd owner,₹1.46 lakh,https://www.cars24.com/buy-used-mahindra-e2o-2014-cars-bangalore-10285146740/,
2014 Fiat Grand Punto,7.0L km,Diesel,Manual,1st owner,₹2.10 lakh,https://www.cars24.com/buy-used-fiat-grand-punto-2014-cars-bangalore-10236647737/,1248cc
2010 Hyundai i20,1.2L km,Petrol,Manual,1st owner,₹2.28 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10234044729/,1197cc
2014 Mahindra E2O,16.29k km,Electric,Auto,3rd owner,₹1.36 lakh,https://www.cars24.com/buy-used-mahindra-e2o-2014-cars-bangalore-10232449732/,
2021 Renault TRIBER,83.86k km,Petrol,Manual,1st owner,₹5.75 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-bangalore-10226346740/,999cc
2016 Maruti Celerio,94.44k km,Petrol,Manual,2nd owner,₹3.73 lakh,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-bangalore-10246348742/,998cc
2018 Renault Kwid,49.51k km,Petrol,Auto,2nd owner,₹3.21 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10230343741/,999cc
2015 Honda City,1.4L km,Petrol,Auto,2nd owner,₹5.54 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-bangalore-10244542747/,1497cc
2010 Hyundai i10,43.36k km,Petrol,Manual,3rd owner,₹1.86 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10230147742/,1197cc
2011 Honda City,2.0L km,Petrol,Manual,1st owner,₹2.30 lakh,https://www.cars24.com/buy-used-honda-city-2011-cars-bangalore-10214140747/,1497cc
2015 Maruti Swift,40.98k km,Petrol,Manual,2nd owner,₹5.36 lakh,https://www.cars24.com/buy-used-maruti-swift-2015-cars-bangalore-10241345704/,1197cc
2015 Hyundai Grand i10,67.43k km,Petrol,Manual,1st owner,₹4.33 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-bangalore-10289147742/,1197cc
2010 Maruti Swift,88.22k km,Petrol,Manual,2nd owner,₹2.31 lakh,https://www.cars24.com/buy-used-maruti-swift-2010-cars-bangalore-10284922750/,1197cc
2011 Hyundai Santro Xing,77.47k km,Petrol,Manual,2nd owner,₹1.80 lakh,https://www.cars24.com/buy-used-hyundai-santro-xing-2011-cars-bangalore-10224846723/,1086cc
2014 Maruti Celerio,68.05k km,Petrol,Auto,1st owner,₹3.28 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-bangalore-10285846702/,998cc
2012 Honda Brio,84.33k km,Petrol,Manual,2nd owner,₹1.80 lakh,https://www.cars24.com/buy-used-honda-brio-2012-cars-bangalore-10213046726/,1198cc
2011 Hyundai i10,55.42k km,Petrol,Manual,1st owner,₹2.67 lakh,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-bangalore-10205845703/,1086cc
2016 Hyundai Grand i10,83.78k km,Petrol,Manual,2nd owner,₹3.50 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10216841723/,1197cc
2016 Ford Ecosport,77.57k km,Petrol,Manual,3rd owner,₹5.40 lakh,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-bangalore-10276241741/,1499cc
2011 Maruti Swift Dzire,2.3L km,Petrol,Manual,2nd owner,₹1.90 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2011-cars-bangalore-10206540710/,
2011 Tata Indigo ECS,85.15k km,Diesel,Manual,1st owner,₹1.78 lakh,https://www.cars24.com/buy-used-tata-indigo-ecs-2011-cars-bangalore-10227643708/,1396cc
2016 Honda BR-V,98.66k km,Petrol,Manual,2nd owner,₹6.18 lakh,https://www.cars24.com/buy-used-honda-br-v-2016-cars-bangalore-10213842741/,1497cc
2021 Jeep Compass,24.64k km,Petrol,Auto,1st owner,₹22.00 lakh,https://www.cars24.com/buy-used-jeep-compass-2021-cars-bangalore-10201142708/,1368cc
2017 Skoda Rapid,60.65k km,Diesel,Auto,1st owner,₹7.80 lakh,https://www.cars24.com/buy-used-skoda-rapid-2017-cars-bangalore-10227141701/,1498cc
2011 Chevrolet Beat,98.91k km,Diesel,Manual,3rd owner,₹1.84 lakh,https://www.cars24.com/buy-used-chevrolet-beat-2011-cars-bangalore-10274841748/,936cc
2016 Maruti Baleno,1.1L km,Petrol,Manual,3rd owner,₹4.25 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-bangalore-10296948745/,1197cc
2011 Skoda Fabia,72.76k km,Petrol,Manual,2nd owner,₹2.50 lakh,https://www.cars24.com/buy-used-skoda-fabia-2011-cars-bangalore-10213649723/,1198cc
2017 Tata Tiago,50.82k km,Petrol,Manual,1st owner,₹4.03 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10215844743/,1199cc
2022 Maruti XL6,28.61k km,Petrol,Auto,1st owner,₹13.66 lakh,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-bangalore-10276948748/,1462cc
2023 Hyundai NEW I20,69.75k km,Petrol,Manual,1st owner,₹7.83 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2023-cars-bangalore-10263346726/,
2014 Ford Classic,2.0L km,Diesel,Manual,2nd owner,₹2.00 lakh,https://www.cars24.com/buy-used-ford-classic-2014-cars-bangalore-10205346727/,1399cc
2013 Premier Rio,1.0L km,Diesel,Manual,3rd owner,₹1.02 lakh,https://www.cars24.com/buy-used-premier-rio-2013-cars-bangalore-10261249732/,
2023 Mahindra Thar,11.21k km,Petrol,Auto,1st owner,₹14.24 lakh,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-bangalore-10282846743/,1997cc
2013 Maruti Swift,65.05k km,Diesel,Manual,1st owner,₹4.00 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-bangalore-10257249727/,1248cc
2010 Volkswagen Vento,1.1L km,Diesel,Manual,3rd owner,₹1.70 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2010-cars-bangalore-10245245723/,1598cc
2017 Datsun Redi Go,1.0L km,Petrol,Manual,2nd owner,₹2.00 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-bangalore-10224941728/,799cc
