model_name,km_driven,fuel_type,transmission,owner,price,link,engine_capacity
2021 Tata NEXON,44.74k km,Petrol,Manual,1st owner,₹8.22 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-bangalore-13740647789/,1199cc
2021 Toyota URBAN CRUISER,38.13k km,Petrol,Manual,2nd owner,₹7.72 lakh,https://www.cars24.com/buy-used-toyota-urban-cruiser-2021-cars-bangalore-23547444722/,1462cc
2023 Maruti Baleno,18.67k km,Petrol,Auto,1st owner,₹8.51 lakh,https://www.cars24.com/buy-used-maruti-baleno-2023-cars-bangalore-10266848742/,1197cc
2016 Honda City,85.86k km,Petrol,Auto,3rd owner,₹5.17 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10245447744/,1497cc
2021 MG HECTOR,51.61k km,Petrol,Auto,2nd owner,₹12.44 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-bangalore-10216029760/,1451cc
2015 Hyundai Xcent,47.29k km,Petrol,Auto,1st owner,₹4.53 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-bangalore-10217047717/,1197cc
2018 Ford Ecosport,69.10k km,Petrol,Manual,1st owner,₹6.64 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-bangalore-10217341770/,1497cc
2020 Renault Kwid,40.19k km,Petrol,Auto,1st owner,₹3.75 lakh,https://www.cars24.com/buy-used-renault-kwid-2020-cars-bangalore-10280224768/,999cc
2019 Maruti Celerio X,28.76k km,Petrol,Auto,1st owner,₹4.56 lakh,https://www.cars24.com/buy-used-maruti-celerio-x-2019-cars-bangalore-10211142787/,998cc
2019 MG HECTOR,81.33k km,Petrol,Auto,1st owner,₹11.40 lakh,https://www.cars24.com/buy-used-mg-hector-2019-cars-bangalore-10225848729/,1451cc
2017 Honda City,51.84k km,Petrol,Manual,2nd owner,₹5.91 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-bangalore-10249643729/,1497cc
2019 Renault Duster,44.80k km,Petrol,Auto,1st owner,₹6.44 lakh,https://www.cars24.com/buy-used-renault-duster-2019-cars-bangalore-10284740744/,1498cc
2018 Honda Amaze,13.72k km,Petrol,Auto,1st owner,₹6.59 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-bangalore-10237547730/,1199cc
2022 Renault Kwid,30.48k km,Petrol,Auto,1st owner,₹4.32 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-bangalore-10235641753/,999cc
2019 Tata Tiago,46.23k km,Petrol,Auto,2nd owner,₹4.85 lakh,https://www.cars24.com/buy-used-tata-tiago-2019-cars-bangalore-10843942739/,1199cc
2018 Honda Amaze,33.12k km,Petrol,Auto,1st owner,₹6.53 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-bangalore-10219144740/,1199cc
2018 Ford Ecosport,57.34k km,Diesel,Manual,1st owner,₹7.38 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-bangalore-10252041726/,1498cc
2014 Hyundai Xcent,73.32k km,Petrol,Manual,1st owner,₹3.67 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-bangalore-10280120762/,1197cc
2015 Honda Jazz,47.70k km,Petrol,Manual,1st owner,₹4.63 lakh,https://www.cars24.com/buy-used-honda-jazz-2015-cars-bangalore-10298848783/,1199cc
2018 Maruti Dzire,43.52k km,Petrol,Auto,1st owner,₹5.60 lakh,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10271746742/,1197cc
2017 Maruti Wagon R 1.0,45.54k km,Petrol,Auto,2nd owner,₹3.85 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-bangalore-10269748782/,998cc
2016 Maruti Wagon R 1.0,12.28k km,Petrol,Manual,1st owner,₹3.88 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-bangalore-10208147736/,998cc
2016 Maruti Ciaz,1.2L km,Petrol,Manual,1st owner,₹5.51 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-bangalore-10272146730/,1373cc
2021 Maruti S PRESSO,27.02k km,Petrol,Manual,2nd owner,₹3.90 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-bangalore-10217348714/,998cc
2018 Tata Tiago,71.47k km,Petrol,Manual,1st owner,₹4.07 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-bangalore-10235348723/,1199cc
2014 Hyundai Verna,78.04k km,Petrol,Manual,2nd owner,₹4.61 lakh,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-bangalore-30964522765/,1591cc
2019 Hyundai Verna,37.22k km,Petrol,Auto,2nd owner,₹8.28 lakh,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-bangalore-10273448792/,1591cc
2021 Hyundai VENUE,53.83k km,Diesel,Manual,1st owner,₹10.34 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-bangalore-14038842773/,1493cc
2018 Hyundai Grand i10,36.27k km,Petrol,Auto,1st owner,₹5.34 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-bangalore-10803443751/,1197cc
2019 Hyundai Creta,54.48k km,Petrol,Manual,1st owner,₹9.99 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-bangalore-10210140724/,1591cc
2023 Toyota Glanza,58.44k km,Petrol,Auto,1st owner,₹8.29 lakh,https://www.cars24.com/buy-used-toyota-glanza-2023-cars-bangalore-10249346728/,1197cc
2019 Renault Kwid,33.48k km,Petrol,Auto,1st owner,₹4.05 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-bangalore-10884945781/,999cc
2017 Renault Kwid,40.44k km,Petrol,Manual,1st owner,₹3.13 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-16409840714/,999cc
2016 Mahindra Kuv100,45.94k km,Petrol,Manual,1st owner,₹3.63 lakh,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-bangalore-10248248722/,1198cc
2018 Maruti Baleno,40.44k km,Petrol,Auto,2nd owner,₹5.87 lakh,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-bangalore-10242344753/,1197cc
2018 Honda Jazz,73.99k km,Petrol,Auto,1st owner,₹5.96 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-bangalore-10218828703/,1199cc
2016 Volkswagen Ameo,87.02k km,Petrol,Manual,1st owner,₹4.36 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-bangalore-11112546781/,1198cc
2022 Renault Kwid,33.03k km,Petrol,Auto,1st owner,₹4.96 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-bangalore-10233149712/,999cc
2013 Hyundai i20,1.5L km,Diesel,Manual,1st owner,₹3.07 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10263948725/,1396cc
2020 KIA SONET,53.55k km,Petrol,Auto,1st owner,₹9.52 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10201846745/,998cc
2021 Volkswagen Polo,17.27k km,Petrol,Auto,1st owner,₹10.14 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-bangalore-10207245700/,999cc
2020 Renault TRIBER,8.27k km,Petrol,Auto,1st owner,₹5.80 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-mumbai-12403922767/,999cc
2019 Tata NEXON,59.11k km,Petrol,Auto,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-mumbai-10393544742/,1198cc
2019 Maruti Dzire,64.09k km,Petrol,Auto,1st owner,₹5.99 lakh,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-mumbai-10378443745/,1197cc
2021 Honda Amaze,13.86k km,Petrol,Manual,1st owner,₹5.61 lakh,https://www.cars24.com/buy-used-honda-amaze-2021-cars-mumbai-10371548702/,1199cc
2017 Maruti Ciaz,51.14k km,Diesel,Manual,1st owner,₹6.10 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-mumbai-10303449715/,1248cc
2017 Maruti Wagon R 1.0,44.14k km,Petrol,Manual,1st owner,₹3.18 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-mumbai-10373142725/,998cc
2016 Volkswagen Ameo,54.08k km,Petrol,Manual,1st owner,₹3.34 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-mumbai-10326545728/,1198cc
2016 Maruti Swift Dzire,76.89k km,Petrol,Manual,1st owner,₹4.25 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-mumbai-13658040737/,1197cc
2017 Jeep Compass,73.55k km,Diesel,Manual,2nd owner,₹7.04 lakh,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10357522739/,1956cc
2023 Mahindra Thar,49.39k km,Petrol,Auto,1st owner,₹12.30 lakh,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-mumbai-10396047759/,1997cc
2015 Honda City,69.58k km,Petrol,Auto,3rd owner,₹3.83 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-mumbai-10495840726/,1497cc
2017 Hyundai Grand i10,24.42k km,Petrol,Manual,1st owner,₹3.75 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10329844729/,1197cc
2017 Maruti IGNIS,1.0L km,Petrol,Manual,2nd owner,₹3.00 lakh,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-12486841720/,1197cc
2019 Maruti New Wagon-R,5.67k km,Petrol,Manual,1st owner,₹4.10 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-mumbai-10360846744/,998cc
2020 Ford Ecosport,67.53k km,Petrol,Auto,1st owner,₹7.64 lakh,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-mumbai-10340742745/,1496cc
2021 Tata NEXON,24.22k km,Petrol,Manual,1st owner,₹7.99 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-mumbai-10380740745/,1199cc
2018 Honda WR-V,31.81k km,Petrol,Manual,1st owner,₹5.29 lakh,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-mumbai-10361049745/,1199cc
2022 Tata NEXON,51.92k km,Petrol,Auto,1st owner,₹8.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-mumbai-10388243746/,1199cc
2019 Maruti S PRESSO,28.28k km,Petrol,Auto,1st owner,₹3.62 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-mumbai-10362545740/,998cc
2021 Hyundai NEW SANTRO,82.28k km,CNG,Manual,1st owner,₹4.31 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2021-cars-mumbai-10325844724/,1086cc
2023 Nissan MAGNITE,40.27k km,Petrol,Manual,1st owner,₹5.20 lakh,https://www.cars24.com/buy-used-nissan-magnite-2023-cars-mumbai-10318123706/,999cc
2016 Datsun Redi Go,70.58k km,Petrol,Manual,3rd owner,₹1.60 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2016-cars-mumbai-10323340728/,799cc
2020 Maruti New Wagon-R,22.02k km,Petrol,Manual,1st owner,₹4.44 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-mumbai-10341544741/,1197cc
2017 Maruti Wagon R 1.0,20.94k km,Petrol,Auto,1st owner,₹3.26 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-mumbai-10357322786/,998cc
2015 Datsun Go,50.58k km,Petrol,Manual,1st owner,₹1.79 lakh,https://www.cars24.com/buy-used-datsun-go-2015-cars-mumbai-10304646779/,1198cc
2023 Skoda KUSHAQ,44.61k km,Petrol,Manual,1st owner,₹9.95 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2023-cars-mumbai-12402143724/,
2021 Renault Kiger,5.41k km,Petrol,Auto,2nd owner,₹5.06 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-mumbai-10382342784/,999cc
2021 Renault Kwid,22.37k km,Petrol,Manual,1st owner,₹3.45 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-mumbai-10391547798/,999cc
2024 Renault TRIBER,2.18k km,Petrol,Manual,1st owner,₹5.81 lakh,https://www.cars24.com/buy-used-renault-triber-2024-cars-mumbai-10305744734/,999cc
2012 Hyundai i20,47.69k km,Petrol,Manual,3rd owner,₹2.10 lakh,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-mumbai-10390049737/,1197cc
2021 Renault TRIBER,61.46k km,Petrol,Auto,1st owner,₹4.04 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-mumbai-10381534736/,999cc
2015 Maruti Swift,94.52k km,Petrol,Manual,1st owner,₹3.13 lakh,https://www.cars24.com/buy-used-maruti-swift-2015-cars-mumbai-10381849755/,1197cc
2019 Hyundai Verna,67.01k km,Petrol,Auto,1st owner,₹7.72 lakh,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-mumbai-10376740726/,1591cc
2015 Maruti Swift,37.76k km,Petrol,Manual,1st owner,₹4.01 lakh,https://www.cars24.com/buy-used-maruti-swift-2015-cars-mumbai-10369843727/,1197cc
2016 Maruti Wagon R 1.0,81.14k km,Petrol,Auto,1st owner,₹2.72 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10346328765/,998cc
2018 Renault Captur,1.1L km,Petrol,Manual,2nd owner,₹4.50 lakh,https://www.cars24.com/buy-used-renault-captur-2018-cars-mumbai-10395141729/,1498cc
2019 Hyundai NEW SANTRO,95.58k km,Petrol,Manual,2nd owner,₹3.06 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-mumbai-12451420776/,1086cc
2021 Maruti Baleno,20.71k km,Petrol,Manual,1st owner,₹6.50 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-mumbai-10345042746/,1197cc
2014 Maruti Wagon R 1.0,80.96k km,Petrol,Manual,1st owner,₹2.27 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-mumbai-10360641712/,998cc
2018 Tata Tiago,67.35k km,Petrol,Manual,1st owner,₹3.54 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-mumbai-10321644739/,1199cc
2017 Honda City,43.23k km,Petrol,Manual,2nd owner,₹5.94 lakh,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-10389842735/,1497cc
2018 Honda WR-V,31.90k km,Petrol,Manual,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-mumbai-11017640725/,1199cc
2016 Maruti Vitara Brezza,67.38k km,Diesel,Manual,1st owner,₹5.64 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-mumbai-10367647780/,1248cc
2018 Maruti IGNIS,66.65k km,Petrol,Manual,1st owner,₹3.58 lakh,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-mumbai-10372949723/,1197cc
2015 Hyundai Elite i20,84.73k km,Petrol,Manual,1st owner,₹4.10 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-10347347757/,1197cc
2023 Tata PUNCH,10.02k km,CNG,Manual,1st owner,₹7.85 lakh,https://www.cars24.com/buy-used-tata-punch-2023-cars-mumbai-10364944737/,1199cc
2021 Skoda Rapid,31.47k km,Petrol,Auto,2nd owner,₹8.57 lakh,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-mumbai-10332749745/,999cc
2016 Hyundai Creta,35.80k km,Petrol,Manual,3rd owner,₹6.05 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10349246722/,1591cc
2022 Volkswagen TAIGUN,35.09k km,Petrol,Auto,1st owner,₹11.10 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-mumbai-10300442794/,999cc
2018 Hyundai Creta,88.84k km,Petrol,Manual,1st owner,₹6.10 lakh,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-10328943754/,1591cc
2018 Ford FREESTYLE,88.02k km,Diesel,Manual,2nd owner,₹4.13 lakh,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-mumbai-10354628707/,1498cc
2018 Maruti Celerio,78.72k km,CNG,Manual,1st owner,₹3.73 lakh,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-mumbai-10386540793/,998cc
2014 Maruti Wagon R 1.0,27.81k km,Petrol,Manual,1st owner,₹2.46 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-mumbai-10384726721/,998cc
2021 Tata Tiago,30.41k km,Petrol,Auto,2nd owner,₹4.72 lakh,https://www.cars24.com/buy-used-tata-tiago-2021-cars-mumbai-10337245736/,1199cc
2015 Maruti Alto K10,75.61k km,Petrol,Auto,2nd owner,₹2.21 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-mumbai-10312341786/,998cc
2020 Jeep Compass,55.28k km,Petrol,Manual,1st owner,₹8.60 lakh,https://www.cars24.com/buy-used-jeep-compass-2020-cars-mumbai-10365948784/,1368cc
2018 Jeep Compass,17.92k km,Petrol,Auto,1st owner,₹9.63 lakh,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10376840722/,1368cc
2023 KIA SELTOS,16.41k km,Diesel,Manual,1st owner,₹12.05 lakh,https://www.cars24.com/buy-used-kia-seltos-2023-cars-mumbai-12326242771/,1493cc
2021 Hyundai NEW I20,70.24k km,Petrol,Auto,1st owner,₹6.15 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-mumbai-10367544784/,1197cc
2018 Honda City,40.19k km,Petrol,Manual,1st owner,₹6.58 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-10374442738/,1497cc
2022 Mahindra XUV700,22.30k km,Petrol,Auto,1st owner,₹14.90 lakh,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-mumbai-10315127761/,1997cc
2017 Renault Kwid,35.91k km,Petrol,Auto,2nd owner,₹2.75 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-mumbai-10338045783/,999cc
2017 Hyundai Creta,75.84k km,Diesel,Manual,2nd owner,₹7.54 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10307043787/,1582cc
2022 Maruti New Wagon-R,76.54k km,CNG,Manual,2nd owner,₹4.81 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-mumbai-10322748735/,998cc
2018 Maruti Baleno,48.75k km,Petrol,Auto,1st owner,₹4.87 lakh,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-10305242736/,1197cc
2019 Maruti S PRESSO,40.31k km,CNG,Manual,1st owner,₹3.45 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-mumbai-10361220769/,998cc
2020 Hyundai AURA,72.20k km,Petrol,Auto,1st owner,₹5.60 lakh,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-mumbai-10357343740/,1197cc
2015 Maruti Alto 800,8.74k km,Petrol,Manual,1st owner,₹2.17 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-mumbai-10362640789/,796cc
2020 Hyundai VENUE,48.03k km,Petrol,Manual,2nd owner,₹6.10 lakh,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-12402242788/,1197cc
2021 Hyundai VENUE,45.49k km,Petrol,Manual,1st owner,₹6.75 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-mumbai-10306741759/,1197cc
2021 KIA SELTOS,25.98k km,Petrol,Manual,1st owner,₹9.80 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-mumbai-10363247753/,1497cc
2021 Renault Kwid,10.00k km,Petrol,Auto,2nd owner,₹3.75 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-mumbai-10388445744/,999cc
2017 Maruti Alto K10,42.57k km,Petrol,Manual,2nd owner,₹2.47 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-mumbai-10381546779/,998cc
2019 Maruti S PRESSO,20.35k km,Petrol,Manual,1st owner,₹3.04 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-mumbai-10357741779/,998cc
2024 Hyundai AURA,44.97k km,CNG,Manual,1st owner,₹7.57 lakh,https://www.cars24.com/buy-used-hyundai-aura-2024-cars-mumbai-10380947722/,1197cc
2017 Volkswagen Vento,40.55k km,Petrol,Auto,1st owner,₹5.30 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-mumbai-10387342726/,1197cc
2017 Skoda Rapid,72.03k km,Diesel,Auto,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-skoda-rapid-2017-cars-mumbai-10376844736/,1498cc
2019 Honda Amaze,25.72k km,Petrol,Auto,2nd owner,₹5.25 lakh,https://www.cars24.com/buy-used-honda-amaze-2019-cars-mumbai-10349144740/,1199cc
2021 Tata NEXON,14.56k km,Petrol,Auto,1st owner,₹7.70 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-mumbai-10349042749/,1199cc
2014 Maruti Celerio,50.94k km,Petrol,Manual,1st owner,₹2.68 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-mumbai-10380645720/,998cc
2015 Honda Amaze,74.71k km,Petrol,Manual,1st owner,₹3.40 lakh,https://www.cars24.com/buy-used-honda-amaze-2015-cars-mumbai-10348541731/,1198cc
2018 Maruti Celerio,55.90k km,Petrol,Manual,1st owner,₹3.58 lakh,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-mumbai-10343742725/,998cc
2017 Hyundai Grand i10,43.56k km,Petrol,Manual,2nd owner,₹3.85 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10366441746/,1197cc
2023 Hyundai Verna,21.92k km,Petrol,Manual,1st owner,₹11.99 lakh,https://www.cars24.com/buy-used-hyundai-verna-2023-cars-mumbai-10322941726/,1497cc
2016 Maruti Celerio,76.92k km,Petrol,Manual,2nd owner,₹3.10 lakh,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-mumbai-12491749745/,998cc
2020 Hyundai VENUE,26.91k km,Petrol,Manual,1st owner,₹7.36 lakh,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-10354621701/,998cc
2022 MG HECTOR,22.16k km,Diesel,Manual,1st owner,₹15.15 lakh,https://www.cars24.com/buy-used-mg-hector-2022-cars-mumbai-10363441749/,1956cc
2019 Maruti Baleno,88.88k km,Petrol,Manual,1st owner,₹4.46 lakh,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-10331648722/,
2020 Hyundai Creta,1.0L km,Petrol,Auto,1st owner,₹11.60 lakh,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-mumbai-10391349750/,1497cc
2016 Honda BR-V,76.97k km,Petrol,Auto,1st owner,₹5.48 lakh,https://www.cars24.com/buy-used-honda-br-v-2016-cars-mumbai-10326448752/,1497cc
2018 Honda City,63.04k km,Petrol,Manual,1st owner,₹5.80 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-10308546747/,1497cc
2016 Maruti Ciaz,55.49k km,Petrol,Auto,1st owner,₹5.12 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-mumbai-10392348745/,1373cc
2017 Hyundai i20 Active,23.12k km,Petrol,Manual,1st owner,₹5.15 lakh,https://www.cars24.com/buy-used-hyundai-i20-active-2017-cars-mumbai-10371445747/,1197cc
2021 Honda Jazz,25.62k km,Petrol,Auto,1st owner,₹6.45 lakh,https://www.cars24.com/buy-used-honda-jazz-2021-cars-mumbai-10385645759/,1199cc
2014 Hyundai Grand i10,53.39k km,CNG,Auto,2nd owner,₹3.20 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-10357740734/,1197cc
2017 Volkswagen Vento,80.34k km,Petrol,Auto,1st owner,₹4.65 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-mumbai-10311243784/,1197cc
2020 Tata Tiago,46.94k km,Petrol,Auto,1st owner,₹4.74 lakh,https://www.cars24.com/buy-used-tata-tiago-2020-cars-mumbai-10392343755/,1199cc
2019 Volkswagen Ameo,7.22k km,Petrol,Manual,1st owner,₹4.73 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2019-cars-mumbai-10313544737/,999cc
2024 Maruti FRONX,1.64k km,Petrol,Manual,1st owner,₹8.70 lakh,https://www.cars24.com/buy-used-maruti-fronx-2024-cars-mumbai-10394047747/,1197cc
2020 Mahindra Thar,29.64k km,Diesel,Manual,1st owner,₹10.90 lakh,https://www.cars24.com/buy-used-mahindra-thar-2020-cars-mumbai-10347047729/,2184cc
2023 Maruti Swift,13.59k km,Petrol,Auto,1st owner,₹7.73 lakh,https://www.cars24.com/buy-used-maruti-swift-2023-cars-mumbai-10380649785/,1197cc
2016 Maruti Alto 800,12.43k km,Petrol,Manual,1st owner,₹2.35 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-mumbai-10348345729/,
2022 Hyundai Creta,27.49k km,Petrol,Manual,1st owner,₹12.20 lakh,https://www.cars24.com/buy-used-hyundai-creta-2022-cars-mumbai-10306147785/,1497cc
2017 Maruti Swift,19.33k km,Petrol,Manual,1st owner,₹4.65 lakh,https://www.cars24.com/buy-used-maruti-swift-2017-cars-mumbai-10399945723/,1197cc
2015 Honda City,74.89k km,Petrol,Auto,2nd owner,₹4.30 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-mumbai-10378843730/,1497cc
2021 Maruti Ciaz,26.49k km,Petrol,Manual,1st owner,₹7.19 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-mumbai-10320041752/,1462cc
2022 Tata Tiago,35.73k km,CNG,Manual,1st owner,₹5.39 lakh,https://www.cars24.com/buy-used-tata-tiago-2022-cars-mumbai-10389746792/,1199cc
2018 Maruti Ciaz,37.73k km,Petrol,Auto,1st owner,₹5.80 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10327541727/,1373cc
2021 Mahindra Scorpio,96.50k km,Diesel,Manual,1st owner,₹11.50 lakh,https://www.cars24.com/buy-used-mahindra-scorpio-2021-cars-mumbai-12417542735/,2179cc
2015 Honda City,50.44k km,Petrol,Manual,2nd owner,₹4.20 lakh,https://www.cars24.com/buy-used-honda-city-2015-cars-mumbai-12426742756/,1497cc
2019 Jeep Compass,40.16k km,Petrol,Manual,2nd owner,₹8.85 lakh,https://www.cars24.com/buy-used-jeep-compass-2019-cars-mumbai-10344843735/,1368cc
2018 Honda Amaze,43.00k km,Petrol,Auto,1st owner,₹4.26 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-mumbai-10384240752/,1199cc
2014 Maruti Celerio,33.09k km,Petrol,Auto,1st owner,₹3.00 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-mumbai-10381942744/,998cc
2022 Tata ALTROZ,16.86k km,Diesel,Manual,1st owner,₹6.38 lakh,https://www.cars24.com/buy-used-tata-altroz-2022-cars-mumbai-10355644727/,1497cc
2019 Maruti IGNIS,51.38k km,Petrol,Auto,1st owner,₹4.75 lakh,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-mumbai-10367847733/,1197cc
2021 Tata TIGOR,40.71k km,Petrol,Auto,1st owner,₹5.59 lakh,https://www.cars24.com/buy-used-tata-tigor-2021-cars-mumbai-10306940758/,1199cc
2019 Ford Ecosport,68.72k km,Diesel,Manual,1st owner,₹6.50 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-mumbai-10383344786/,1498cc
2017 Hyundai Grand i10,25.84k km,Petrol,Manual,1st owner,₹4.07 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10361149720/,1197cc
